,projectID,projectAcronym
117352,687860,SoftFIRE
117361,705930,SEX_FIGHT_SLEEP
117362,702137,THE VERBAL APE
117395,694829,neuroXscales
117396,660976,BrainiAnts
117400,675619,BtRAIN
117420,647168,Myelination
117424,780645,MINERGRACE
117428,701109,OPRAS
117429,655604,SYNPT
117431,721841,PAIN-Net
117444,716643,FLEXNEURO
117448,660689,Re.B.Us
117449,690142,AgroCycle
117475,694584,SPLICECODE
117515,688201,M2DC
117530,722166,EJDFoodSci
117540,714688,NanoCellActivity
117565,755554,INSIDER
117583,747592,ReMix
117591,654124,SoNDe
117596,824957,BeforeHand
117604,755371,CHANCE
117628,818011,Pulp and Fuel
117679,656794,DEFT
117695,754501,ESFR-SMART
117743,779577,REFLEX
117767,745668,ABACUS
117776,636078,IT2RAIL
117803,680734,HORSE
117819,792276,SHIP2FAIR
117836,654190,EUNCL
117846,755269,GEMMA
117869,780548,3D-MUSE
117888,736937,M-CUBE
117939,741883,MechAGE
117940,758877,ORGANOMICS
117942,743217,SOMBOT
117944,741863,FASTER
117952,820444,ENERGY-X
117976,730411,IMPaCT
117996,820374,MetaboliQs
118003,726227,CSP
118004,795053,EPISODE
118009,758316,MajorNet
118011,804065,SEABOAT
118040,723636,THERMOS
118055,748893,Mr.PARTS
118056,867436,IFR-CNS
118057,749192,MINIMAL
118058,642196,iSwitch
118073,785315,SENSORIANCE
118075,780839,MOLOKO
118088,690416,ROBUST
118097,662222,EXIST
118112,682080,CHAMELEON
118114,646858,VOLCAPSE
118118,637595,C3PO
118126,649323,3D Reloaded
118127,644839,CENTAURO
118141,640283,VIDOCK
118147,705619,VOLTAIC
118149,700643,SafeShore
118161,777714,NOCTURNO
118172,688579,PHRESCO
118182,692943,BrainBIT
118185,723440,PARADDISE
118193,657544,ATTOCHEM
118195,765121,DyViTo
118210,678302,NEUROMET
118211,746778,VALENCE-REPLAY
118212,656338,MITONUC
118214,740491,PainCells
118215,759370,NGBMI
118219,694086,MemoryDynamics
118222,637472,FlyContext
118227,647012,SENSORTHALAMUS
118316,723402,SMS
118336,695539,INDUCE
118339,707197,ChroMoLEME
118365,746058,Basquesmith
118366,688813,CAPSELLA
118374,748600,SAFER
118380,653631,FOX
118435,734153,PJ03a SUMO
118472,856619,SolarTwins
118494,731730,PJ09 DCB
118532,769237,HOMER
118539,635975,XCYCLE
118592,636537,HIGHTS
118606,649307,HERA JRP UP
118632,645097,COMANOID
118667,723986,EUNADICS-AV
118693,640597,Future Sky Safety
118728,823691,EXCELLERAT
118741,688131,ARGO
118838,714087,So2Sat
118840,776011,TechTIDE
118887,735969,INN-BALANCE
118915,776311,EO-ALERT
118924,761093,LOTER.CO2M
118971,645782,ERA-LEARN 2020
118982,688900,ADASANDME
119042,643921,UnCoVerCPS
119052,730928,InRoad
119065,777402,FR8HUB
119083,783170,GRADE
119108,783270,ENVISION
119112,738196,AFloWTest
119114,732433,AiRT
119118,636063,INSITER
119133,694122,CLIM
119135,692449,DENSE
119153,637324,HESPERIA
119164,701597,Smart Colour
119166,706082,CONJUGATION
119167,656070,PLACAV
119170,639859,SMIRP
119171,722509,FINESSE
119206,750254,ENVISION
119207,675353,WiBEC
119217,639749,LAA-THz-CC
119218,688099,Cloud-LSVA
119232,720531,HIOS
119236,637960,COMBIOSCOPY
119239,653586,SpeechXRays
119252,714562,PIONEER
119254,688279,EDEN2020
119264,657192,HotPaNTS
119267,707373,ECogNeT
119268,679408,DYNAMIQS
119270,732541,PhasmaFOOD
119288,706410,IMAGIT
119289,675745,NOLOSS
119302,705256,COPQE
119319,743521,ASISA
119320,636744,JSPEC
119321,644000,eNHANCE
119331,731970,LADIO
119337,676455,SCENEUNDERLIGHT
119341,635568,LAkHsMI
119347,738928,LIGHTKEY
119353,706538,TranspvdW
119354,702468,HoTRiverS
119364,738654,VR-ENERGY
119366,643818,ASSESS CT
119381,715491,INVESTIGERFE
119384,724835,METACHROM
119385,716628,ROSALIND
119386,825410,ONCOBIOME
119404,681137,EAVI2020
119430,690140,FrailSafe
119439,766214,META-CAN
119459,643161,ECRYPT-NET
119501,656086,AllergyBLOCK
119516,688652,UP-Drive
119521,737109,PHASE-CHANGE SWITCH
119527,644729,SAFEcrypto
119536,829044,SCHINES
119539,721463,SUNDIAL
119554,813036,ULTIMATE
119569,863098,SPRING
119575,861153,MANIC
119587,727761,BioProbe-PIT
119588,765158,COSMIC
119606,765267,QuSCo
119630,721027,FORCE
119640,682675,PROJESTOR
119651,687299,NeuRAM3
119660,688572,WIPE
119668,687931,REMINDER
119682,786725,OLYMPUS
119688,678567,PLASMIC
119707,745625,ROMEO
119733,688544,L3MATRIX
119746,668858,PrECISE
119755,688003,DIMENSION
119761,735008,SiLAS
119796,805031,EPOQUE
119797,679614,BROKERS
119820,802210,PASSIM
119823,726997,HOME_EU
119867,725970,NATVIS
119868,722346,EUROPAH
119904,659907,CSDP
119916,716344,TREATCilia
119919,776039,ERSAT GGC
119933,776151,Hi-SIDE
120004,716082,GALFOR
120005,724857,ArcheoDyn
120036,714876,PHOCONA
120039,727230,LIVESEED
120083,659549,GLANCE
120084,691761,CryoHub
120110,754695,AdaSmartRes
120111,690772,VI-DAS
120129,755655,2D-TOPSENSE
120147,665066,DigiArt
120154,756346,GaSeS
120155,639109,FLATLIGHT
120166,644483,InSPECT
120175,730066,EOMORES
120185,653982,GREST
120198,683008,AMPLIFY
120200,677927,ARIADNE
120215,732968,FLAIR
120225,700264,ROCSAFE
120238,758813,MHINT
120240,758973,sCENT
120241,635537,lightMaterInt
120246,726666,LASER-HISTO
120247,645560,AXIOM
120252,780930,PICTURE
120261,777661,STANDUP
120275,688244,first.stage
120283,730270,X-MINE
120301,734690,SONAR
120318,752018,CuMiN
120319,730846,Co-Active
120325,642720,BonePain
120333,752470,ExItALS
120334,716800,IBiDT
120335,682741,CAPRI
120339,705100,BIOMODULAR
120340,880828,HIL PT System
120341,648082,SCANS
120342,681120,SmokeFreeBrain
120357,829186,ph-coding
120378,688945,EuBI PPII
120408,690105,ICARUS
120441,643271,ERACoSysMed
120457,724473,SMARTIES
120458,660532,SuperMag
120463,660328,MultiNav
120464,794296,SUPERMIN
120479,642820,PUFF
120481,829060,NeuroStimSpinal
120488,733008,IMMUNOSABR
120506,678286,CONTEXTVISION
120507,635122,PROCROP
120522,708601,PROPERA
120526,722968,FORESIGHT
120530,823780,ProMeTeus
120606,814408,SHIKIFACTORY100
120619,772835,NEWBIE
120629,749537,DRYSTORE
120656,769080,TCAPS
120660,708658,DANTE
120666,746631,GlycoPeptides
120667,798348,DIRECT Therapies
120670,679722,QUANTMATT
120674,759532,X-TAM
120677,669771,AUROMYC
120683,648932,corr-DFT
120730,638428,ROBOTAR
120731,844618,POSPORI
120738,669908,INTICE
120740,637116,ENLIGHTMENT
120748,694209,Scale-FreeBack
120749,639052,Nano Harvest
120751,829116,Super-Pixels
120756,691051,CARDIALLY
120760,647018,WATU
120761,688117,SafeLog
120767,687289,Co-ReSyF
120796,690713,PORTIS
120834,774309,MAGNITUDE
120850,754462,EuroTechPostdoc
120854,770420,EURITO
120858,644732,COCOHA
120863,692131,VET-TWIN
120898,772561,CoreSat
120899,732613,GALAHAD
120916,765148,TRABIT
120945,677268,nextDART
120946,730381,H2020_Insurance
120968,765739,COSINE
120992,687697,SMARTDIAGNOS
121002,732720,ESOTRAC
121011,745673,PRISM
121012,826161,WASTE2GRIDS
121030,654662,SURE
121040,794264,TROPHY
121050,790231,AMACONOE
121061,642773,EUROPOL
121077,740369,GEM
121092,690857,KEEPFISH
121122,751947,DYNCON-ORC
121123,731263,Ambition
121151,652831,AQUAEXCEL2020
121173,814276,WON
121200,828835,Fish-AI
121225,702281,FLATOPS
121239,735606,Fit-4-AMandA
121246,723491,SABRE
121252,727715,LEAP-AGRI
121285,737792,ENERGIZE
121327,824997,HEcoPerMed
121351,723525,JETSCREEN
121370,731781,PJ02 EARTH
121411,720985,NewSOL
121426,638822,FIDUCEO
121438,721256,ICONIC
121452,641073,Bio-HyPP
121460,723167,ACASIAS
121483,822018,LUVMI-X
121529,637616,MaMMoTH-Up
121615,818116,MicrobiomeSupport
121642,740750,DAREnet
121698,730818,FINE 1
121731,636032,ROLL2RAIL
121826,636308,PASSME
121838,776402,SIA
121847,730008,ECoLaSS
121877,727402,MOSAIC
121897,640715,M4ShaleGas
121965,636984,BERTIM
121980,731198,Ruggedised
122015,642260,TRANSrisk
122038,691685,REFLEX
122047,840926,BUILD UPON2
122100,695916,EDI-Net
122107,727734,NanoMEMC2
122156,642976,NanoHeal
122204,696391,HNV-Link
122217,644801,EU-XCEL
122223,641899,PROMIS
122280,641984,List_MAPS
122291,754535,APEX
122339,688519,PIX4LIFE
122385,635183,ADVOCATE
122415,634238,OPERAM
122424,780283,MORPHIC
122430,644856,GateOne
122440,730953,INSPEX
122460,665948,CIMULACT
122489,642317,AQUACROSS
122505,634486,INMARE
122538,646063,NANORESTART
122572,758558,LINKSPM
122573,643052,C-CASCADES
122584,658120,SEADOG
122586,670851,AFRIGOS
122587,669972,DIME
122588,699282,MINIMA
122591,825258,ExtremeEarth
122602,763643,EXCELSIOR
122607,730617,FR8RAIL
122625,636501,EDEN ISS
122638,636202,AGILE
122704,686332,CORNET
122707,653739,SETRIS
122725,727476,COMSYN
122745,657452,ACTIVE_MARS
122747,714918,CloudBrake
122748,763909,KEROGREEN
122754,750929,WHIPCAT
122755,660481,BIPHA
122756,661396,ITER
122757,792355,GEO4CIVHIC
122776,770348,NEMESIS
122808,812772,Phys2BioMed
122828,647281,SOLACYLIN
122829,742145,B-PhosphoChem
122831,721624,RADSAGA
122861,778245,CLATHROPROBES
122877,813209,PARACAT
122888,765579,ConFlex
122913,777826,NoMADS
122940,706088,EURO-KARST
122941,770548,HRP-IAEA
122972,689443,ERA-PLANET
123011,713679,MFP
123045,678732,PROMISS
123084,825477,SocialTruth
123095,703071,MUSLIM-NLNO
123097,702073,Female Empowerment
123098,678375,JUDI-ARCH
123109,726032,EU-JUSTICE
123111,640769,STEPWISE
123129,646578,Triangulum
123151,644453,TIPS
123160,653296,CHEOPS
123176,677355,Hidden Galleries
123177,654384,ASCENT
123188,721999,RURACTION
123200,645314,TOP HIT
123207,721107,GaNonCMOS
123288,646436,RiCORE
123294,765274,iPLACENTA
123314,777500,IMI-PainCare
123354,642139,MINATURA 2020
123380,824361,Levitate
123403,658850,Als-on-a-chip
123404,755179,CLINGLIO
123419,743216,NeuroRibo
123421,771411,MyelinPlasticity
123423,659778,SEEING FROM CONTEXT
123424,655100,AdaptClim
123425,707241,OBESOGENS
123428,694798,INTEGRATE
123429,706567,TransSplicHD
123431,647893,CCT
123435,677687,NeuroVisEco
123436,749346,EXO-EYE
123438,766124,PurinesDX
123459,695709,DENDRITECIRCUITS
123462,703490,Stim-Plast-O
123463,714440,MecMy
123467,773012,NEUROFISH
123477,700092,BIG HIT
123489,785911,SHADOKS
123490,769255,SAFEWAY
123505,747429,GENDOSIS
123506,803035,INTERACT
123517,727444,NOGOPROOF
123524,804315,Vision-In-Flight
123525,677683,MODEM
123527,704537,DecodeRemapping
123528,656824,Molmechindividuality
123530,640891,DREAM
123536,684809,NEWROFEED
123537,658589,MWMI
123538,666918,BATCure
123552,677697,BUNGEE-TOOLS
123553,771565,HINBOTS
123554,695596,ToxoPersist
123557,721577,Keep Control
123569,683209,PRIORS
123571,701660,SavINGS
123572,654663,SOLPART
123582,670390,SEACELLS
123611,702525,PhononGap
123612,724424,No-LIMIT
123614,646955,CRAGSMAN
123616,641816,CRESCENDO
123642,692014,ECARS
123658,633053,EUROfusion
123690,654936,AntWatFre
123696,829067,THOR
123718,800925,VECMA
123743,658425,Social Jet Lag
123744,730974,RISCAPE
123755,695343,SCEON
123756,776186,CHE
123778,745798,COTCA
123822,818431,SIMBA
123845,759644,TOPP
123846,780701,PROMETHEUS
123884,694569,MICROLIPIDS
123889,805241,QIP
123926,656385,ENIRIS
123928,694386,PROWAT
123959,757384,YEAST-TRANS
123961,679820,MYKI
123964,715968,MEME
123966,746850,NEUROMODEL
123968,649111,OlfSwitch
123970,635617,GAMES
123972,804005,IntegraBrain
123974,633945,FATIMA
123997,652654,OK-Net Arable
124033,770747,LIFT
124051,693742,MERA
124052,704383,GENETONE
124053,643062,ZENCODE-ITN
124090,804493,ICE2LAST
124092,703373,ANCIENT_TEETH
124094,740537,VOLSIGNAL
124100,644905,IMMORTAL
124161,730068,FACILITATORS
124187,731287,INSHIP
124370,811322,AntiCamp
124371,639416,MultiScaleNeurovasc
124372,639573,InfoInt
124388,802279,In Motion
124406,679189,GAtransport
124407,637386,SYMPLECTIC
124410,647410,LeukoTheranostics
124417,742068,TOPMAT
124431,745689,MELBA
124432,752896,PaCDoC
124445,646176,EXTMOS
124474,714309,DECCA
124475,724275,BantuFirst
124509,647144,DesignerPores
124510,695331,CC-TOP
124511,647857,SENSOILS
124515,746150,TopSpiD
124517,116076,MACUSTAR
124530,640074,MigrantParents
124532,688188,MURAB
124540,634107,MULTIMOT
124550,665926,PRINTEGER
124577,783119,SECREDAS
124662,714892,Waterscales
124663,787399,SEISMAZE
124664,715757,MECHANO-FLUO
124665,760949,CORNET
124677,658483,HARPOCRATES
124678,677952,TibArmy
124679,701797,CSASG
124684,701894,Spin1D
124686,654603,FLYELEC
124689,700127,INSPIRE
124699,694768,EUREC4A
124700,647275,ProFF
124716,813789,CHANGE
124774,703230,WaterfallModel3D
124775,727283,ARTIV1
124788,727862,APPLICATE
124804,659910,PBIGP
124805,731077,EU_FT-ICR_MS
124817,776783,URBiNAT
125006,691637,BESTF3
125487,689817,INNOQUA
125508,720571,I-SEE
125546,669065,ValChem
125550,644771,FREME
125570,776099,SARA
125581,723314,IMOVE
125598,681881,SEEWHI
125599,703926,BosQuanTran
125601,727066,WYRED
125621,715016,ChangeBehavNeuro
125622,726225,UVdynamicsProtection
125634,642866,InCeM
125663,787514,CRISPR-EVOL
125686,678520,LocalOrder
125687,645479,E-JADE
125718,634890,BeyondSeq
125727,715362,SMART
125728,680009,SNSNEWS
125729,633509,EXTPRO
125730,679186,GPS-Bat
125802,757683,RobustHormoneTrans
125812,756672,HumanTrafficking
125814,676970,RANDGEOM
125816,678106,INTERTRAP
125817,818135,CONVERGE
125828,777911,Dynamics
125870,733391,SURG-Africa
125876,676408,BrainMatTrain
125884,645622,PQCRYPTO
125919,780871,MyLeg
125926,788980,ESCADA
125927,642687,BIOGEL
125951,772663,MAGALOPS
125952,659221,ReconsolidationDynamics
125968,665940,FutureTDM
125987,115910,PERISCOPE
126028,824164,HERMES
126065,679921,CHEMCHECK
126066,713481,SPICE
126073,770244,CMTaaRS
126101,642242,CARISMA
126115,828753,BoostCrop
126159,794657,LIMO
126160,641652,ChildBrain
126174,644333,TraMOOC
126184,715691,ChemEpigen
126186,634789,MDS-RIGHT
126202,773079,CoAct
126203,743941,EXPECTATION
126205,728061,AgriDemo-F2F
126220,660255,AMIABLE
126227,696004,ET RISK
126237,733531,CEBRABIC
126330,659838,AGRIDEASCOURSE.TRADE
126333,825132,LAMPAS
126350,675063,LASER4FUN
126453,644617,CloudTeams
126461,723391,P2Endure
126480,790027,PolyHeal
126505,640567,NDI
126508,655565,SMARTLAW
126510,644871,MusicBricks
126537,713537,iGOLDD
126543,773875,ROMI
126582,767372,NEUROCLOUD
126583,636335,LuMaSense
126631,733266,UTILE
126643,649496,EXCEPT
126654,648055,WEIGHTANDVALUE
126660,713664,CryoProtect
126666,670077,AMPLify
126684,680718,FineSol
126743,726360,MOLEMAT
126766,766792,ELLIOT
126767,641518,mapKITE
126824,688282,PETMEM
126837,652816,GasOn
126865,653227,EU-CIVCAP
126884,691661,BioVill
126893,752277,SeCtOR ENABleRs
126910,661517,DRESSINGTHENEWWORLD
126938,732389,CAPID
126950,813596,DuRSAAM
126979,723611,HINDCON
127000,669504,ULTRASUPERTAPE
127002,820423,S2QUIP
127012,660521,QuantumPhotosynth
127014,731986,VisualMusic
127026,645994,BioRES
127042,634476,TREASURE
127069,720661,ENGINENCY
127079,691919,ELICAN
127096,657539,STARMAS
127105,740342,PASTRES
127107,705686,GlobalPolicyUncertainty
127108,786332,SCIREA
127110,756081,smartMELAMINE
127114,783132,POSITION-II
127165,761992,IoRL
127234,714905,CITIZINGLOBAL
127254,838031,3D
127281,641110,GermanSlavery
127299,754017,QualitEE
127311,872914,Hot Lithography
127332,634588,NOMORFILM
127372,778627,SENSE
127380,806309,ARION
127383,646463,NETFFICIENT
127398,737627,ARENA
127401,687242,SMILE
127416,661739,Multi-JOBINSEC
127419,649447,RE-InVEST
127461,634179,EMPHASIS
127487,822096,Chairless Chair
127488,769513,STARS
127507,776294,LEA
127534,811592,NUTRI-NEED
127540,658494,ENEFOR
127559,820587,OLIVE-SOUND
127565,734447,K.I.T.F.E.M.
127607,657342,ETFA
127616,638647,aidsocpro
127655,691061,nanoBAT
127666,693600,SICTRANSIT
127688,645500,Film265
127692,731249,SMILE
127741,657898,CHLAMYS
127742,789013,OCIAN
127787,680507,REE4EU
127809,680629,REMAGHIC
127819,731148,INVADE
127832,779966,COVR
127845,726547,GoOpti
127871,635734,ROBOX
127892,666841,HEALEX
127917,714641,TEACHERSCAREERS
127947,670103,NormativeEconomics
127952,717516,SYNCHRONVERTER
127989,644204,ProsocialLearn
128026,680884,MaMs2
128055,641517,UKRAINE
128066,684085,EP TENDER
128068,655227,InnoMarket
128097,783696,Cronogard
128111,686085,HVEMB
128159,754554,SmartNurse
128176,719570,E-SAVING ULTRASONICS
128177,661501,CEDMMC
128181,765955,ANIMATAS
128218,700359,ELY4OFF
128223,726572,HYPERA
128286,738851,NICENAV
128287,636237,NeTIRail-INFRA
128335,738777,SELMUS
128338,765262,MobiLab
128342,811755,ReHub
128350,724095,ADVICE
128373,679836,STAQAMOF
128375,635632,FieldFOOD
128421,720417,SURVANT
128436,680896,SUNLIGHTING
128470,737566,BOXMATE
128484,830550,CLARITY
128491,737884,STILORMADE
128505,646470,SmarterEMC2
128535,687992,EMBERS
128575,681884,TIDE
128578,739649,Cloud-HTMD
128649,773330,GAIN
128672,653861,Silver Stream
128699,677152,TIMBER
128710,824295,CEVOLVER
128762,635188,SUCCESS
128786,768559,DRIMPAC
128803,823307,Triboconditioning
128806,638666,LTI
128810,673944,OCAMIR
128816,777640,My-TRAC
128827,662133,PowerBase
128866,785921,DTOceanPlus
128898,706260,Mercator-e
128899,654852,Chinese Labour
128901,740610,STOP-IT
128929,768614,HOLISDER
128944,778591,BeVision
128955,797396,PBDM
128980,768242,KNOX
129012,731590,REFILLS
129020,732363,GABLE
129047,764717,WinWind
129168,680916,HYPHEN
129173,691414,ReTAPP
129206,739367,ColdNano-X
129208,642018,GREEN-WIN
129225,690771,DEEPEGS
129283,732240,SynchroniCity
129324,665635,MISSION
129343,653605,XERIC
129351,751592,WORK-CHRIST
129354,745510,BIMplement
129388,671704,CHARISMA
129505,664331,InnoRenew CoE
129529,673853,Cryoshelter
129537,747433,VINe
129539,773406,OSMOSE
129585,749475,ATFM
129596,653355,FORENSOR
129609,688516,COSMICC
129637,646167,iBUS
129653,688807,ColRobot
129665,691763,Biomasud Plus
129678,823392,MOGU floor
129681,764476,CAPSYS
129709,776436,FLAMINGO
129768,715753,SECOMP
129771,649773,MEnS
129785,666449,CarNet
129787,771066,DOMINOES
129831,698606,TUMAPOS
129832,776680,CIRCUSOL
129855,695820,WaterWatt
129881,691371,GEM in-wheel
129886,645791,ENviSION
129908,765000,Plant.ID
129935,768386,TRUFUS
129942,709746,EXILVA
129950,646178,NANO-CATHEDRAL
129994,649997,Solar Bankability
130000,673780,RAIL
130015,776787,S2S4E
130032,646482,FLEXICIENCY
130064,649743,STORM
130080,649395,NEGOTIATE
130090,681575,Market Design
130091,766139,HEART
130100,681664,MACROTRADE
130103,646469,P2P-SmarTest
130116,818182,SmartAgriHubs
130247,759482,MICROTOMACROANDBACK
130271,732640,New Gluten World
130373,714147,DYNMECH
130386,708935,SMAC
130399,731848,ROPOD
130413,805542,MIAMI
130423,730500,EU-MACS
130433,691154,STEP2DYNA
130447,666866,PhotoniX
130472,792245,SUPER PV
130499,732098,WEAR
130521,635727,PROTEIN2FOOD
130575,771271,HOMED
130602,754511,T4C
130640,661880,MIND
130671,754337,EuroEXA
130815,689648,MICA
130851,648604,IRIS
130865,794117,aWARE
130869,639233,COFLeaf
130870,823746,RESIST
130940,774499,GoJelly
130959,671481,SElySOs
130974,700986,WInspector
130993,677739,CBTC
130998,641821,WATERINNEU
131007,666003,IC-3i-PhD
131010,757909,ORISPECIFICATION
131012,680738,Indus3Es
131024,693594,EndoNaut
131027,648535,ArtEmpire
131038,637995,ProbDynDispEq
131039,677912,EUROPIUM
131040,658560,DYS_FUNCTION
131041,790445,HEIREC
131042,759457,FAIRFISH
131044,772108,DarkSERS
131045,758759,HHQM
131048,741855,HELICOID
131050,642423,WIDEST
131057,679228,L-SID
131059,681679,PhotoMedMet
131060,694539,SINCHAIS
131061,669926,ImmunityByPairDesign
131063,678883,CatASus
131067,687632,dReDBox
131079,746033,ELEMIN
131080,723016,INFRAMIX
131109,737460,TOOP
131141,649883,URBAN LEARNING
131158,639021,DEMSEC
131162,792058,STESICHOROS
131163,730165,INTERSTELLAR
131169,761934,Hyper360
131181,702001,BRISOACTIONS
131182,802918,DUNES
131185,730098,MARINE-EO
131194,741095,PASSIM
131207,645693,MeTABLE
131225,654812,HoogsCG
131226,716378,Quasicrystal
131227,642620,INTEGRATE
131243,778266,RECOPHARMA
131252,866006,SmartForests
131253,702435,Supra-CNT
131254,706760,PMOHR
131259,657784,ACTUS
131282,681632,PROSOCIAL
131314,776613,EUCP
131343,821044,HUC
131381,658742,CONTESTED URBANISM
131401,645775,DRAGON-STAR Plus
131415,661081,ECOSOUND
131416,787638,Ecol of interactions
131417,648551,GRANN
131423,740322,HERMENEUT
131435,653383,IMPACT
131445,646742,INCANA
131448,648842,Allelic Regulation
131451,679266,GRACE
131464,720853,AMPHIBIAN
131477,657041,GLOBE
131482,826078,FeatureCloud
131494,634137,FAPIC
131561,844064,miR-IBD
131562,702577,DynamAtt
131616,721019,FASTGRID
131629,679253,HIRESMEMMANIP
131633,704094,GRANITE
131637,777111,REPO-TRIAL
131648,706219,REGPROP
131649,724638,GALOP
131650,656872,INAME
131651,707348,FNS-4-NAMOSAT
131654,675451,CompBioMed
131670,715895,CAVEHEART
131672,693447,FireSpec
131673,639221,ExtreFlow
131676,682399,TeX-MEx
131705,749051,REFOREST
131712,748525,GalaxyDance
131725,638891,NutrientSensingVivo
131733,658479,SpikeControl
131736,747536,LD_Biogenesis
131737,655516,Bump-BET
131742,792508,MultiSpecAMYLOID
131748,745839,POLYBIOSKIN
131762,823947,HIEIC
131766,667079,TAT-CF
131774,740041,Evoland
131778,648428,PERIF
131779,747775,Mitogression
131852,645674,PROCROP
131858,644015,Geopark
131872,657355,tRRACES
131906,689181,C3-Cloud
131918,115854,EBOVAC1
131958,732049,Up2U
132003,750088,ARTENGINE
132004,737476,CAPITA
132018,702304,3-5-FIRST
132020,747125,TAML-ArM
132033,757725,ETOPEX
132034,824109,EMP
132066,640276,GAIA-CLIM
132084,639720,NAPOLI
132086,669686,RECEPIANCE
132104,721975,in3
132123,700381,ASGARD
132172,642575,ALFF
132202,690689,Bionic Aircraft
132214,670462,COMTESSA
132230,649972,EURECA
132240,803718,SINDAM
132274,776307,PRoPART
132296,717084,CANOBLE
132308,732506,Data Pitch
132316,649117,BRAINSTRUCT
132319,693124,ONOFF
132320,793147,ARTDEL
132323,753937,eSEAS
132327,816303,Stance4Health
132367,714679,ECHOES
132368,676452,EDiTE-EJD
132394,658496,MemoMCI
132395,725523,NO-ESKAPE
132396,768583,RECODE
132410,642121,FULLCOMP
132430,856709,5GROWTH
132475,772168,BIORECAR
132490,715483,HASTECS
132494,714030,ARGOS
132518,741273,THUNDERR
132539,759483,ELECTRIC
132551,658418,PromoTeRapy
132554,680570,MAESTRI
132569,657607,FOREST 3D - ECOCARB
132571,688620,Making Sense
132577,736876,VISORSURF
132584,692726,GlobalBioIm
132586,669354,CyberCare
132587,646603,METALS
132588,725899,FluCoMa
132590,760342,IoBee
132596,798532,SPECTROCHEM
132599,760940,MASTRO
132616,830965,EUPHORIA
132625,704903,BAC-STAR
132637,658912,Cosmo Plasmas
132648,856887,VENTuRE
132652,696331,QDM
132653,703227,DIBOR
132654,737645,ALC
132657,699338,APACHE
132675,725627,WakeOpColl
132679,640458,A-LIFE
132686,821352,ANTIFOD
132699,831942,SCOPUS
132708,687023,EMS UHPE
132716,648328,QUANTUMMETALINK
132717,678304,LEASP
132748,680820,OPENMIND
132757,671555,ExCAPE
132767,640924,MONITOR
132769,754696,USE
132776,688241,MAKE-IT
132848,795625,GLOMODAT
132850,704585,PROCEED
132851,688192,DSI4EU
132862,646653,AutoRecon
132871,712921,Lumiblast
132876,798565,RE-IMMUNE
132880,749010,gdTCR-Ligand
132892,715048,McHAP
132921,750579,GOTBONE
132926,820137,CANCEREVO
132927,746976,PhoRAu
132928,646364,NANOFACTURING
132940,753039,PlateletLiquidBiopsy
132941,655142,CONSORT
132942,660258,EGFR-Activ
132943,724690,PICKLE
132945,640216,FLARECAST
132954,637733,PentaBrain
132956,664738,PHOCCS
132964,716931,GESTIMAGE
132965,870294,MIX-UP
132976,637763,CrIC
132977,796612,Ring-STORM
132990,701599,QHYDRO
132991,640800,AQuS
133010,714653,TeloHOOK
133017,770826,EE-Dynamics
133018,765937,CINCHRON
133033,772725,HiPhore
133034,737033,LLR
133071,730041,NEWTON
133079,676207,MIROR
133087,682819,HGTCODONUSE
133089,705895,CLAVICHORD
133091,644400,CPSELabs
133141,706476,BrightPhoton
133142,683257,ConvergeAnt
133143,857263,TWINNIMS
133146,731065,AQUACOSM
133167,753370,protonCBCT
133170,675179,TASPPI
133184,722427,4DHeart
133199,661041,OPTIC BIOEM
133200,822670,VHH
133213,732163,RESPINE
133242,823717,ESTEEM3
133266,690968,NANOGUARD2AR
133281,757501,OrFuNCo
133296,692529,SafeCOP
133378,637420,LUPINROOTS
133388,732513,HEPHAESTUS
133398,715028,VOLATILIS
133399,682286,NANOZ-ONIC
133402,780278,PHENOMENON
133414,645749,NEXT-3D
133422,690945,CARTHER
133428,701915,SUCCESS
133429,788972,3DEpi
133430,682955,bioSPINspired
133431,771453,DREAM
133433,758232,SPEECHREPORTING
133436,648321,NOVEL
133441,653004,MARGIN
133449,746515,ChromoDrive
133466,703662,TOPEX
133469,647784,Chap4Resp
133470,645241,TransFlexTeg
133479,647133,IChaos
133481,660695,DENE
133482,707071,RAMSES
133483,725419,COMPCON
133485,766417,Inspire4Nature
133500,695674,TARICA
133504,692259,NESTER
133514,637647,IDEM
133515,666981,TAMING
133516,657951,RareFunctions
133517,639554,aSCEND
133519,678901,FoodTransforms
133526,659391,SELECT-A-PROTEIN
133527,742637,SMALLOSTERY
133530,792946,iSPY
133531,703164,MTUB-ANGIO
133532,792692,SplicEcomplex
133533,758108,ERACHRON
133537,661527,NMJALS
133538,682181,PIWI-Chrom
133539,647186,MolCellTissMech
133540,757600,CHROMATADS
133542,681505,CELLFUSION
133546,769065,AutoClean
133550,705705,ANCHOR E3s
133551,706499,PACEMech
133555,793482,ALPINE
133558,678169,PhotoMutant
133560,690853,assymcurv
133569,671633,NLAFET
133573,654019,OTULINVIVO
133585,678024,Strength2Food
133626,730285,RUN4LIFE
133641,639707,REMEMBER
133644,678012,MyToolBox
133668,653874,EDUCEN
133678,727984,FAirWAY
133730,721116,IRIMA II
133756,762135,INNOVA_MEASURE_III
133757,653390,IMPROVER
133769,799593,SPEctRUM
133770,682421,TENSION
133775,713660,PRONKJEWAIL
133839,689802,CONNECARE
133866,776242,openEO
